,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0001.mp3,,5000,,,,,,,,,,,,,,,,,,,,,,,
And for as long as I have got a whole in my butthole big boy those fucking potatoes  have been in the deep fat fryer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0002.mp3,,5000,,,,,,,,,,,,,,,,,,,,,,,
chimichimichimichimichanga chimichana? chimi chug it in the bin ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0003.mp3,,3000,,,,,,,,,,,,,,,,,,,,,,,
fine dining? a fine fucking mess,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0004.mp3,,5000,,,,,,,,,,,,,,,,,,,,,,,
ah fuck me fuck me fuck me fuck me fuck me,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00005.mp3,,3000,,,,,,,,,,,,,,,,,,,,,,,
you're cooking in a burnt pan you dick,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00006.mp3,,5000,,,,,,,,,,,,,,,,,,,,,,,
fuck off you fat useless sack of fucking yankeedanky doodle shite,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00007.mp3,,2000,,,,,,,,,,,,,,,,,,,,,,,
you bullshitting little fucker,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00008.mp3,,3000,,,,,,,,,,,,,,,,,,,,,,,
i dont give a fuck if you have a thumb on your fat crack get out there,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00009.mp3,,3000,,,,,,,,,,,,,,,,,,,,,,,
i dont know what kind of herb from jamaica you've been smoking,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00010.mp3,,3000,,,,,,,,,,,,,,,,,,,,,,,
fine dining? a fine fucking mess,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
00011.mp3,,12000,,,,,,,,,,,,,,,,,,,,,,,
if you had fucking if you had fucking cook a muscle EOUROIEQH,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
12,,2000,,,,,,,,,,,,,,,,,,,,,,,
and its fucking rotten you fucking idiot,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
13,,2000,,,,,,,,,,,,,,,,,,,,,,,
KILL YOURSELF,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
14,,3000,,,,,,,,,,,,,,,,,,,,,,,
LOOK AT ME U IGNORANT BITCH,,,,,,,,,,,,,,,,,,,,,,,,,
15,,3000,,,,,,,,,,,,,,,,,,,,,,,
missy missy come here you fat mouthed fucking bitch,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
16,,3000,,,,,,,,,,,,,,,,,,,,,,,
right ill give you more pumpkin,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
17,,3000,,,,,,,,,,,,,,,,,,,,,,,
the fucking bass is fucking raw,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
18,,1000,,,,,,,,,,,,,,,,,,,,,,,
you dirty pig,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
19,,5000,,,,,,,,,,,,,,,,,,,,,,,
this is raw this is raw this is raw its fucked,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
20,,5000,,,,,,,,,,,,,,,,,,,,,,,
couple of fucking tits you're already looking like a twat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
21,,2000,,,,,,,,,,,,,,,,,,,,,,,
where's the lamb sauce?,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
22,,2000,,,,,,,,,,,,,,,,,,,,,,,
you're a first class cunt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
23,,8000,,,,,,,,,,,,,,,,,,,,,,,
im done you you you you fuck off fuck me excuse me madam how about fuck you,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
24,,6000,,,,,,,,,,,,,,,,,,,,,,,
where's the lamb sauccccce????,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
25,,11000,,,,,,,,,,,,,,,,,,,,,,,
he doesn't give a fuck he's dreaming he's standing there piseed his pants looking for his tartar caviar looking pants is anyone gonna take control,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
26,,3000,,,,,,,,,,,,,,,,,,,,,,,
hello my name is nino,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
27,,2000,,,,,,,,,,,,,,,,,,,,,,,
i am shitting myself,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
28,,4000,,,,,,,,,,,,,,,,,,,,,,,
i know you may be slightly stupid,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
29,,8000,,,,,,,,,,,,,,,,,,,,,,,
<sound effect>,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
30,,7000,,,,,,,,,,,,,,,,,,,,,,,
listen listen listen listen fuck off fuck off fuck off get out,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
t30,,,,t1,,,,t2,,,,t3,,,,t4,,,t5,,,t6,,,
0,,,,0,,,,0,,,,0,,,,0,,,0,,,0,,,
438,,438,,292,,292,,250,,250,,208,,208,,625,625,,104,104,,57,57,,
792,,354,,396,,104,,333,,83,,438,,230,,1104,479,,354,250,,271,214,,
1042,,250,,500,,104,,500,,167,,500,,62,,1479,375,,417,63,,333,62,,
1375,,333,,625,,125,,604,,104,,875,,375,,1562,83,,500,83,,458,125,,
1562,,187,,792,,167,,750,,146,,1146,,271,,1729,167,,604,104,,573,115,,
1875,,313,,875,,83,,792,,42,,1250,,104,,2000,271,,958,354,,778,205,,
2125,,250,,1042,,167,,854,,62,,1354,,104,,2917,917,,1042,84,,948,170,,
2438,,313,,1146,,104,,1000,,146,,1583,,229,,3042,125,,1282,240,,1208,260,,
2688,,250,,1417,,271,,1125,,125,,1750,,167,,3167,125,,1469,187,,1271,63,,
3000,,312,,1542,,125,,1333,,208,,1896,,146,,3375,208,,1729,260,,1375,104,,
3167,,167,,1792,,250,,1438,,105,,1958,,62,,3604,229,,1875,146,,1500,125,,
3438,,271,,1896,,104,,1688,,250,,2125,,167,,3750,146,,2083,208,,1593,93,,
3562,,124,,2021,,125,,2062,,374,,2271,,146,,3792,42,,2188,105,,1708,115,,
3812,,250,,2146,,125,,2188,,126,,2896,,625,,4125,333,,2562,374,,1826,118,,
3917,,105,,2271,,125,,2375,,187,,3646,,750,,4229,104,,2654,92,,1896,70,,
4125,,208,,2500,,229,,3375,,1000,,,,,,4354,125,,2917,263,,1917,21,,
4500,,375,,2542,,42,,3583,,208,,,,,,4417,63,,3303,386,,2000,83,,
4875,,375,,2750,,208,,3771,,188,,,,,,4625,208,,,,,2062,62,,
5667,,792,,2875,,125,,3958,,187,,,,,,4771,146,,,,,2118,56,,
6000,,333,,2958,,83,,4104,,146,,,,,,4875,104,,,,,2333,215,,
,,,,3062,,104,,4250,,146,,,,,,4917,42,,,,,2427,94,,
,,,,3208,,146,,5062,,812,,,,,,5188,271,,,,,2471,44,,
,,,,3271,,63,,5188,,126,,,,,,5250,62,,,,,2625,154,,
,,,,3375,,104,,5458,,270,,,,,,,,,,,,2750,125,,
,,,,3542,,167,,5792,,334,,,,,,,,,,,,2798,48,,
,,,,3625,,83,,,,,,,,,,,,,,,,2928,130,,
,,,,3792,,167,,,,,,,,,,,,,,,,3098,170,,
,,,,4250,,458,,,,,,,,,,,,,,,,3157,59,,
,,,,4500,,250,,,,,,,,,,,,,,,,3208,51,,
,,,,4688,,188,,,,,,,,,,,,,,,,3250,42,,
,,,,4771,,83,,,,,,,,,,,,,,,,3562,312,,
,,,,4896,,125,,,,,,,,,,,,,,,,3699,137,,
,,,,5021,,125,,,,,,,,,,,,,,,,3965,266,,
,,,,5167,,146,,,,,,,,,,,,,,,,4042,77,,
,,,,5333,,166,,,,,,,,,,,,,,,,4438,396,,
,,,,5646,,313,,,,,,,,,,,,,,,,4848,410,,
,,,,5979,,333,,,,,,,,,,,,,,,,4938,90,,
,,,,,,,,,,,,,,,,,,,,,,5000,62,,
,,,,,,,,,,,,,,,,,,,,,,5093,93,,
t7,,,t8,,,t9,,,t10,,,t11,,,t12,,,t13,,,,5146,53,,
0,,,0,,,0,,,0,,,0,,,0,,,0,,,,5214,68,,
125,125,,18,18,,30,30,,1125,1125,,176,176,,625,625,,250,250,,,5250,36,,
333,208,,28,10,,78,48,,1208,83,,417,241,,822,197,,354,104,,,5333,83,,
604,271,,51,23,,96,18,,1250,42,,562,145,,882,60,,389,35,,,5380,47,,
766,162,,88,37,,167,71,,1479,229,,646,84,,964,82,,500,111,,,,,,
792,26,,100,12,,197,30,,1534,55,,750,104,,983,19,,542,42,,t14,,,t15,
896,104,,162,62,,292,95,,1681,147,,875,125,,1229,246,,636,94,,0,,,0,
979,83,,267,105,,407,115,,1708,27,,1208,333,,1250,21,,677,41,,113,113,,134,134
1000,21,,417,150,,438,31,,1779,71,,1250,42,,1833,583,,917,240,,250,137,,286,152
1222,222,,551,134,,542,104,,1812,33,,1427,177,,2333,500,,949,32,,308,58,,500,214
1407,185,,583,32,,625,83,,1945,133,,1458,31,,,,,1199,250,,417,109,,651,151
1604,197,,589,6,,667,42,,2083,138,,1573,115,,,,,1250,51,,423,6,,693,42
1667,63,,625,36,,682,15,,2167,84,,1750,177,,,,,1430,180,,555,132,,766,73
1792,125,,676,51,,771,89,,2250,83,,1875,125,,,,,1469,39,,614,59,,803,37
2000,208,,783,107,,799,28,,2341,91,,1925,50,,,,,1655,186,,722,108,,875,72
2155,155,,884,101,,875,76,,2646,305,,2051,126,,,,,1750,95,,776,54,,901,26
2229,74,,903,19,,906,31,,3389,743,,2083,32,,,,,1801,51,,812,36,,1007,106
2438,209,,969,66,,1000,94,,3917,528,,2125,42,,,,,1896,95,,875,63,,1075,68
2533,95,,1125,156,,1250,250,,4188,271,,2188,63,,,,,1917,21,,954,79,,1236,161
,,,1250,125,,1341,91,,4667,479,,2479,291,,,,,1938,21,,983,29,,1257,21
,,,1292,42,,1375,34,,4970,303,,,,,,,,2000,62,,1083,100,,1611,354
,,,1375,83,,1417,42,,5417,447,,,,,,,,2014,14,,1111,28,,1641,30
,,,1396,21,,1458,41,,5904,487,,,,,,,,2154,140,,1271,160,,1817,176
,,,1525,129,,1485,27,,6115,211,,,,,,,,2239,85,,1304,33,,1844,27
,,,1656,131,,1530,45,,7194,1079,,,,,,,,2385,146,,1562,258,,2014,170
,,,1802,146,,1555,25,,7450,256,,,,,,,,2428,43,,1625,63,,2167,153
,,,1875,73,,1615,60,,7625,175,,,,,,,,2510,82,,1833,208,,2317,150
,,,1958,83,,1637,22,,8000,375,,,,,,,,2535,25,,1844,11,,2329,12
,,,2167,209,,1750,113,,9196,1196,,,,,,,,2729,194,,1969,125,,2430,101
,,,2532,365,,1785,35,,9322,126,,,,,,,,2792,63,,2000,31,,2521,91
,,,2750,218,,1833,48,,9458,136,,,,,,,,2917,125,,2042,42,,2659,138
,,,2833,83,,1884,51,,9551,93,,,,,,,,2938,21,,2048,6,,2792,133
,,,3167,334,,1917,33,,9792,241,,,,,,,,2979,41,,2292,244,,2901,109
,,,3208,41,,2027,110,,11000,1208,,,,,,,,3000,21,,2317,25,,2979,78
,,,3667,459,,2062,35,,11083,83,,,,,,,,3083,83,,2500,183,,3067,88
,,,3833,166,,2125,63,,11146,63,,,,,,,,3104,21,,2572,72,,3091,24
,,,,,,2159,34,,11271,125,,,,,,,,3178,74,,2682,110,,3152,61
,,,,,,2182,23,,11305,34,,,,,,,,3208,30,,2708,26,,3171,19
,,,,,,2401,219,,11396,91,,,,,,,,3341,133,,2917,209,,3390,219
,,,,,,2438,37,,11471,75,,,,,,,,3375,34,,2967,50,,3450,60
,,,,,,2571,133,,11548,77,,,,,,,,3521,146,,3217,250,,3583,133
,,,,,,2677,106,,11604,56,,,,,,,,3655,134,,3396,179,,3598,15
,,,,,,2777,100,,11667,63,,,,,,,,,,,,,,3671,73
,,,,,,2846,69,,11708,41,,,,,,,,,,,,,,3695,24
,,,,,,3056,210,,11760,52,,,,,,,,,,,,,,3819,124
,,,,,,,,,11925,165,,,,,,,,,,,,,,3846,27
,,,,,,,,,,,,,,,,,,,,,,,,4011,165
,,,,,,,,,,,,,,,,,,,,,,,,4042,31
t16,,,t17,,,t18,,,t19,,,t20,,,t21,,,t22,,,t23,,,4130,88
0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,4167,37
42,42,,35,35,,375,375,,396,396,,312,312,,208,208,,250,250,,667,667,,4646,479
203,161,,302,267,,471,96,,792,396,,688,376,,479,271,,375,125,,1021,354,,4755,109
292,89,,342,40,,500,29,,823,31,,792,104,,500,21,,438,63,,1110,89,,,
417,125,,604,262,,615,115,,923,100,,896,104,,750,250,,625,187,,1250,140,,,
468,51,,661,57,,667,52,,938,15,,917,21,,804,54,,792,167,,1308,58,,,
672,204,,820,159,,1000,333,,1035,97,,1354,437,,1104,300,,1137,345,,1667,359,,,
827,155,,875,55,,1892,892,,1104,69,,1521,167,,1325,221,,1250,113,,1932,265,,,
1089,262,,1098,223,,2167,275,,1208,104,,2375,854,,2000,675,,1438,188,,5312,3380,,,
1167,78,,1333,235,,2260,93,,1260,52,,2604,229,,2034,34,,1500,62,,,,,,
1396,229,,,,,2708,448,,1341,81,,,,,,,,1750,250,,,,,,
1479,83,,,,,3000,292,,1396,55,,,,,,,,1842,92,,,,,,
1625,146,,,,,3115,115,,1500,104,,,,,,,,2083,241,,,,,,
1704,79,,,,,3157,42,,1562,62,,,,,,,,2292,209,,,,,,
1938,234,,,,,3302,145,,1698,136,,,,,,,,2562,270,,,,,,
2037,99,,,,,3417,115,,1771,73,,,,,,,,2625,63,,,,,,
3407,1370,,,,,4062,645,,1865,94,,,,,,,,2739,114,,,,,,
3812,405,,,,,4146,84,,1917,52,,,,,,,,2771,32,,,,,,
,,,,,,4396,250,,2104,187,,,,,,,,2923,152,,,,,,
,,,,,,4542,146,,2136,32,,,,,,,,2951,28,,,,,,
,,,,,,5000,458,,2195,59,,,,,,,,3229,278,,,,,,
t26) case 24,,,t27 case 25,,,5354,354,,2229,34,,,,,,,,4042,813,,,,,,
0,,,0,,,,,,2375,146,,,,,,,,4138,96,,,,,,
375,375,,271,271,,,,,2449,74,,,,,,,,4167,29,,,,,,
542,167,,646,375,,t28 28,,,2604,155,,,,,,,,4229,62,,,,,,
604,62,,866,220,,0,,,2708,104,,t29,,t25,,,,4656,427,,,,,,
750,146,,1000,134,,42,42,,2969,261,,0,,0,,,,4854,198,,,,,,
812,62,,1083,83,,125,83,,3096,127,,303,303,250,250,,,5167,313,,,,,,
938,126,,1235,152,,167,42,,3438,342,,2917,2614,375,125,,,5282,115,,,,,,
1000,62,,1278,43,,708,541,,3487,49,,7989,5072,438,63,,,5333,51,,,,,,
1250,250,,1409,131,,938,230,,3688,201,,,,583,145,,,5500,167,,,,,,
1500,250,,1482,73,,1052,114,,3771,83,,,,625,42,,,5553,53,,,,,,
1842,342,,1536,54,,1079,27,,4000,229,,,,688,63,,,5625,72,,,,,,
1896,54,,1542,6,,1342,263,,4070,70,,,,729,41,,,5637,12,,,,,,
2333,437,,1600,58,,1396,54,,4156,86,,,,771,42,,,5738,101,,,,,,
3000,667,,1625,25,,1667,271,,4208,52,,,,896,125,,,6134,396,,,,,,
,,,1785,160,,1697,30,,4292,84,,,,1053,157,,,6188,54,,,,,,
,,,1828,43,,2073,376,,4327,35,,,,1427,374,,,6208,20,,,,,,
,,,1978,150,,2104,31,,4542,215,,,,1667,240,,,6298,90,,,,,,
,,,2324,346,,2343,239,,4604,62,,,,1708,41,,,6396,98,,,,,,
,,,,,,2408,65,,4688,84,,,,1917,209,,,6471,75,,,,,,
,,,,,,2583,175,,4833,145,,,,1958,41,,,6489,18,,,,,,
,,,,,,2616,33,,5125,292,,,,2104,146,,,6596,107,,,,,,
,,,,,,3167,551,,5486,361,,,,2417,313,,,7000,404,,,,,,
,,,,,,4125,958,,,,,,,2604,187,,,7146,146,,,,,,
,,,,,,,,,,,,,,2667,63,,,7175,29,,,,,,
,,,,,,,,,,,,,,2761,94,,,7215,40,,,,,,
,,,,,,,,,,,,,,2792,31,,,7229,14,,,,,,
,,,,,,,,,,,,,,2854,62,,,7301,72,,,,,,
,,,,,,,,,,,,,,2917,63,,,7532,231,,,,,,
,,,,,,,,,,,,,,3012,95,,,7625,93,,,,,,
,,,,,,,,,,,,,,3125,113,,,7750,125,,,,,,
,,,,,,,,,,,,,,3458,333,,,8042,292,,,,,,
,,,,,,,,,,,,,,3542,84,,,8306,264,,,,,,
,,,,,,,,,,,,,,3708,166,,,,,,,,,,
,,,,,,,,,,,,,,3771,63,,,,,,,,,,
,,,,,,,,,,,,,,3875,104,,,,,,,,,,
,,,,,,,,,,,,,,3938,63,,,,,,,,,,
,,,,,,,,,,,,,,4042,104,,,,,,,,,,
,,,,,,,,,,,,,,4104,62,,,,,,,,,,
,,,,,,,,,,,,,,4229,125,,,,,,,,,,
,,,,,,,,,,,,,,4386,157,,,,,,,,,,
,,,,,,,,,,,,,,4583,197,,,,,,,,,,
,,,,,,,,,,,,,,4667,84,,,,,,,,,,
,,,,,,,,,,,,,,4822,155,,,,,,,,,,
,,,,,,,,,,,,,,4958,136,,,,,,,,,,
,,,,,,,,,,,,,,5062,104,,,,,,,,,,
,,,,,,,,,,,,,,5104,42,,,,,,,,,,
,,,,,,,,,,,,,,5322,218,,,,,,,,,,
,,,,,,,,,,,,,,5458,136,,,,,,,,,,
,,,,,,,,,,,,,,5646,188,,,,,,,,,,
,,,,,,,,,,,,,,5729,83,,,,,,,,,,
,,,,,,,,,,,,,,5812,83,,,,,,,,,,
,,,,,,,,,,,,,,5875,63,,,,,,,,,,
,,,,,,,,,,,,,,6000,125,,,,,,,,,,
,,,,,,,,,,,,,,6104,104,,,,,,,,,,
,,,,,,,,,,,,,,6312,208,,,,,,,,,,
,,,,,,,,,,,,,,6760,448,,,,,,,,,,
,,,,,,,,,,,,,,6854,94,,,,,,,,,,
,,,,,,,,,,,,,,6896,42,,,,,,,,,,
,,,,,,,,,,,,,,7146,250,,,,,,,,,,
,,,,,,,,,,,,,,7229,83,,,,,,,,,,
,,,,,,,,,,,,,,7322,93,,,,,,,,,,
,,,,,,,,,,,,,,7354,32,,,,,,,,,,
,,,,,,,,,,,,,,7562,208,,,,,,,,,,
,,,,,,,,,,,,,,7614,52,,,,,,,,,,
,,,,,,,,,,,,,,7688,74,,,,,,,,,,
,,,,,,,,,,,,,,7750,62,,,,,,,,,,
,,,,,,,,,,,,,,7812,62,,,,,,,,,,
,,,,,,,,,,,,,,7938,126,,,,,,,,,,
,,,,,,,,,,,,,,8042,104,,,,,,,,,,
,,,,,,,,,,,,,,8104,62,,,,,,,,,,
,,,,,,,,,,,,,,8188,84,,,,,,,,,,
,,,,,,,,,,,,,,8271,83,,,,,,,,,,
,,,,,,,,,,,,,,8583,312,,,,,,,,,,
,,,,,,,,,,,,,,8812,229,,,,,,,,,,
,,,,,,,,,,,,,,9042,230,,,,,,,,,,
,,,,,,,,,,,,,,9155,113,,,,,,,,,,
,,,,,,,,,,,,,,9229,74,,,,,,,,,,
,,,,,,,,,,,,,,9271,42,,,,,,,,,,
,,,,,,,,,,,,,,9438,167,,,,,,,,,,
,,,,,,,,,,,,,,9500,62,,,,,,,,,,
,,,,,,,,,,,,,,9604,104,,,,,,,,,,
,,,,,,,,,,,,,,9729,125,,,,,,,,,,
,,,,,,,,,,,,,,9917,188,,,,,,,,,,
,,,,,,,,,,,,,,10104,187,,,,,,,,,,
,,,,,,,,,,,,,,10229,125,,,,,,,,,,
,,,,,,,,,,,,,,10292,63,,,,,,,,,,
,,,,,,,,,,,,,,10417,125,,,,,,,,,,
,,,,,,,,,,,,,,10479,62,,,,,,,,,,
,,,,,,,,,,,,,,10625,146,,,,,,,,,,
,,,,,,,,,,,,,,11292,667,,,,,,,,,,